student_id,skill_id,skill_mastery,ability_profile,problem_difficulty,correctness,problems
640,8,0.714286,3,3,0,564
640,9,0.787234,3,3,0,132
640,9,0.107617,2,2,1,818
640,9,0.275273,2,1,1,56
640,9,0.488445,2,2,0,112
640,9,0.102717,2,2,1,759
640,9,0.268074,2,2,1,446
640,9,0.480443,2,2,1,772
640,9,0.683885,2,1,1,42
640,10,0.87395,2,1,1,143
640,10,0.873761,2,3,1,163
640,10,0.873572,2,3,1,785
640,10,0.873383,2,2,0,514
640,11,0.865385,2,1,0,543
640,11,0.86783,2,3,1,154
640,61,0.57971,2,4,1,327
640,61,0.579319,2,2,1,342
640,61,0.578928,2,3,1,341
640,61,0.578537,2,3,1,337
640,61,0.578146,2,4,1,338
640,61,0.577756,2,3,1,341
640,61,0.577365,2,3,1,337
640,63,0.780142,2,2,1,342
640,63,0.779872,2,3,1,341
640,63,0.779601,2,3,1,337
640,63,0.779331,2,2,1,342
640,63,0.77906,2,4,1,338
640,63,0.77879,2,3,1,341
640,63,0.778519,2,3,1,337
640,63,0.778248,2,3,1,341
640,63,0.777977,2,2,1,342
640,63,0.777705,2,3,1,341
640,63,0.777434,2,2,1,342
640,63,0.777162,2,3,1,341
640,63,0.77689,2,2,1,342
640,63,0.776618,2,3,1,341
640,64,0.716312,2,2,1,351
640,64,0.716015,2,1,1,357
640,64,0.715719,2,3,1,343
640,64,0.715422,2,3,1,349
640,64,0.715125,2,1,1,358
640,64,0.714828,2,4,0,344
640,64,0.716469,2,3,1,350
640,64,0.716172,2,2,1,345
640,65,0.863309,2,2,1,352
640,65,0.863151,2,1,1,358
640,65,0.862993,2,4,1,367
640,65,0.862834,2,1,1,374
640,65,0.862675,2,2,1,351
640,65,0.862517,2,2,1,368
640,65,0.862358,2,3,1,349
640,65,0.862199,2,3,1,346
640,65,0.862039,2,3,0,372
640,66,0.372059,2,5,0,377
640,68,0.628866,2,3,0,378
640,70,0.211538,2,8,0,385
640,32,0.82069,2,2,1,793
640,32,0.820501,2,1,0,796
640,32,0.822147,2,1,1,797
640,32,0.82196,2,2,1,794
640,32,0.821772,2,2,1,792
640,32,0.821584,2,1,1,801
640,32,0.821396,2,1,1,798
640,32,0.821208,2,2,0,791
640,12,0.84058,2,2,1,555
640,13,0.840491,2,1,1,74
640,13,0.840315,2,2,1,463
640,13,0.840139,2,2,1,548
640,13,0.839964,2,7,0,550
640,13,0.841462,2,1,1,458
640,13,0.841287,2,1,0,485
640,13,0.842775,2,1,1,165
640,13,0.842601,2,1,1,552
640,13,0.842427,2,1,1,454
640,14,0.658228,2,3,1,149
640,14,0.658008,2,1,1,457
640,14,0.657787,2,1,1,142
640,14,0.657567,2,1,1,465
640,14,0.657347,2,1,1,468
640,14,0.657127,2,2,1,147
640,14,0.656907,2,2,0,491
644,14,0.658008,0,1,1,148
644,15,0.872,0,1,1,551
644,15,0.87188,0,1,1,156
644,15,0.87176,0,1,1,554
644,71,0.697674,0,3,0,340
644,71,0.702174,0,1,1,387
644,71,0.702008,0,1,1,388
644,71,0.701841,0,1,1,391
644,71,0.701675,0,1,1,389
644,72,0.923077,0,1,1,391
644,72,0.922996,0,1,1,388
644,72,0.922915,0,1,1,386
644,72,0.922834,0,1,1,389
644,72,0.922753,0,1,1,390
644,73,0.759259,0,1,1,394
644,73,0.759094,0,0,0,393
644,73,0.76297,0,1,1,399
644,73,0.762805,0,0,1,392
644,73,0.76264,0,0,1,393
644,73,0.762476,0,1,1,398
644,73,0.762311,3,1,1,395
644,73,0.762146,3,0,1,393
644,73,0.761981,3,1,1,394
644,73,0.761816,3,1,1,398
644,73,0.761652,3,1,1,394
644,74,0.952663,3,0,1,392
644,74,0.991464,3,1,1,394
644,74,0.998467,3,1,1,399
644,74,0.999725,3,1,1,398
644,75,0.97619,3,0,1,400
644,75,0.990345,3,0,1,402
644,75,0.996113,3,0,1,404
644,75,0.998439,3,0,1,405
644,75,0.999374,3,1,1,401
644,75,0.999749,3,0,1,403
644,75,0.999899,3,0,1,404
644,75,0.99996,3,0,1,400
644,76,0.944828,3,0,1,404
644,76,0.964613,3,0,1,403
644,17,0.806452,3,2,0,558
644,18,0.863415,5,1,1,484
644,18,0.863289,5,1,1,838
644,18,0.863164,5,1,1,509
644,18,0.863038,5,1,1,810
644,18,0.862912,5,5,0,456
644,18,0.865396,5,1,1,176
644,18,0.865272,5,1,1,537
644,18,0.865148,5,1,1,45
644,18,0.865023,5,1,1,839
644,18,0.864899,5,1,0,462
644,18,0.867352,5,1,1,455
648,1,0.829787,0,2,1,81
648,1,0.829487,0,2,1,850
648,1,0.829186,0,4,1,87
648,1,0.828884,0,6,0,66
648,1,0.829763,0,4,1,94
648,1,0.829462,0,3,1,50
648,2,0.72028,0,3,0,111
648,2,0.722568,0,2,1,103
648,2,0.722344,0,2,1,96
648,2,0.722121,0,2,1,120
648,2,0.721897,0,3,1,831
648,2,0.721674,0,1,1,522
648,2,0.72145,0,2,1,71
648,2,0.721226,0,5,1,539
648,2,0.721003,0,1,1,495
648,2,0.720779,0,0,1,169
648,3,0.791667,0,4,1,841
648,4,0.862069,0,2,1,557
648,5,0.810811,0,2,1,85
648,5,0.810617,0,1,1,131
648,5,0.810422,3,3,1,824
648,5,0.810228,3,2,1,746
648,5,0.810033,3,2,1,77
648,5,0.809839,3,2,1,732
648,6,0.697987,3,3,1,140
648,6,0.697762,3,1,1,525
648,6,0.697537,3,1,1,529
648,7,0.917647,3,1,1,105
648,50,0.659259,3,3,1,300
648,50,0.658959,3,2,1,339
648,50,0.658658,3,3,1,299
648,50,0.658357,3,3,1,326
648,50,0.658057,3,1,1,375
648,50,0.657756,3,3,1,299
648,53,0.901515,3,2,1,339
648,53,0.901392,3,1,1,375
648,53,0.901268,3,3,1,326
648,53,0.901144,3,3,0,299
648,53,0.90213,3,3,1,326
648,53,0.902007,3,2,1,339
648,54,0.898438,6,2,1,434
648,54,0.898278,6,3,1,430
648,54,0.898119,6,1,1,432
648,54,0.897959,6,3,1,417
648,54,0.8978,6,2,1,433
648,54,0.89764,6,2,1,419
648,55,0.929134,6,1,1,437
648,55,0.929058,6,1,1,307
648,55,0.928983,6,2,1,433
648,55,0.928907,6,3,1,430
648,55,0.928832,6,1,1,306
648,55,0.928756,6,3,1,417
648,55,0.92868,6,1,1,308
648,55,0.928604,6,1,1,305
648,55,0.928528,6,1,1,308
648,55,0.928452,6,2,1,418
648,55,0.928376,6,2,1,420
648,55,0.9283,6,1,1,305
648,55,0.928224,6,1,1,308
648,55,0.928148,6,1,1,305
648,55,0.928071,6,2,1,396
648,56,0.795276,6,2,1,312
648,56,0.879444,6,2,0,316
648,56,0.117141,6,1,1,319
648,56,0.263448,6,4,0,314
648,56,0.101805,6,3,0,315
648,56,0.101255,6,1,1,313
648,56,0.242802,6,2,1,317
648,56,0.413571,6,3,1,315
648,56,0.586146,6,2,1,318
648,56,0.731981,6,1,1,313
648,57,0.172414,6,5,0,330
648,57,0.136682,6,4,1,331
648,57,0.156349,6,5,1,330
648,57,0.178145,6,4,0,331
648,57,0.141399,6,5,1,330
648,57,0.161588,6,4,0,331
648,57,0.127811,6,5,0,330
648,58,0.698925,6,4,0,331
648,58,0.700066,6,5,1,330
648,58,0.699526,6,4,0,331
648,59,0.3375,6,4,1,332
648,59,0.33727,6,6,1,333
648,59,0.33704,6,5,1,334
648,59,0.33681,6,4,1,335
648,59,0.336582,6,4,0,332
648,59,0.338138,6,5,1,334
648,59,0.337906,6,4,0,332
648,59,0.339463,6,5,1,334
648,59,0.339228,6,4,1,332
648,60,0.64,6,6,0,333
648,60,0.64151,6,5,1,334
648,60,0.641102,6,4,1,332
648,51,0.333333,6,6,0,336
648,8,0.714286,6,3,1,564
648,9,0.787234,6,2,0,133
648,9,0.107617,6,2,1,817
648,9,0.275273,6,2,1,57
648,9,0.488445,6,1,1,114
648,9,0.69042,6,2,1,760
648,9,0.834955,6,2,1,445
648,9,0.918919,6,3,1,767
648,9,0.961905,6,2,1,41
648,9,0.982492,6,2,1,772
648,10,0.87395,6,1,1,146
648,10,0.873761,6,3,1,161
648,10,0.873572,6,2,1,515
648,10,0.873383,6,3,1,784
648,61,0.57971,6,4,0,327
648,61,0.581347,6,3,0,341
648,61,0.582981,6,2,1,342
648,61,0.582588,6,4,0,338
648,61,0.58422,6,3,0,337
648,61,0.585848,6,3,0,341
648,61,0.587474,6,2,0,342
648,61,0.589096,6,3,1,341
648,61,0.588701,6,2,0,342
648,61,0.590321,6,4,1,338
648,61,0.589925,6,3,0,341
648,61,0.591543,6,2,1,342
648,61,0.591147,6,3,1,337
648,61,0.590751,6,3,0,341
648,63,0.780142,6,2,1,342
648,63,0.779872,6,3,0,337
648,63,0.781233,6,4,0,338
648,63,0.782588,6,2,1,342
648,63,0.782319,6,3,1,341
648,63,0.782051,6,4,1,338
648,63,0.781782,6,3,1,337
648,63,0.781512,6,2,1,342
648,63,0.781243,6,3,0,341
648,63,0.782598,6,4,0,338
648,63,0.783946,6,2,1,342
648,63,0.783679,6,3,1,341
648,63,0.783411,6,3,1,337
648,64,0.716312,6,2,0,352
648,64,0.717947,6,1,1,357
648,64,0.717651,6,3,1,350
648,64,0.717355,6,2,0,351
648,64,0.718986,6,1,1,355
648,64,0.71869,6,3,0,343
648,64,0.720315,6,4,1,344
648,64,0.72002,6,1,1,358
648,64,0.719724,6,3,1,347
648,65,0.863309,6,2,0,352
648,65,0.864621,6,1,1,357
648,65,0.864463,6,2,0,351
648,65,0.865765,6,2,1,356
648,65,0.865609,6,1,1,358
648,66,0.372059,6,5,0,377
648,68,0.628866,6,3,1,378
648,32,0.82069,6,2,1,793
648,32,0.820501,6,1,1,796
648,32,0.820313,6,2,1,794
648,32,0.820124,6,1,1,797
648,32,0.819935,6,2,1,792
648,32,0.819746,6,1,1,801
648,32,0.819557,6,3,1,790
648,32,0.819368,6,1,1,798
648,32,0.819178,6,2,1,791
648,32,0.818989,6,2,1,795
648,32,0.818799,6,1,1,799
648,32,0.81861,6,2,1,802
648,12,0.84058,6,2,1,555
648,13,0.840491,6,1,1,74
648,13,0.840315,6,2,1,463
648,13,0.840139,6,2,1,548
648,13,0.839964,6,7,0,550
648,13,0.841462,6,1,1,165
652,13,0.840491,0,1,0,74
652,13,0.841985,0,2,0,548
652,13,0.843468,0,2,0,463
652,13,0.844939,0,7,0,550
652,13,0.846398,0,1,0,552
652,13,0.847846,0,1,0,458
652,13,0.849282,0,1,0,165
652,13,0.850707,0,1,0,454
652,13,0.852121,0,1,0,485
652,14,0.658228,0,3,0,149
652,14,0.660813,0,1,0,142
652,14,0.663388,0,1,0,457
652,14,0.665952,0,2,0,491
652,14,0.668505,0,1,0,490
652,14,0.671046,0,1,0,465
652,14,0.673577,0,1,0,148
652,14,0.676096,0,2,0,147
652,14,0.678604,0,1,0,468
652,15,0.872,0,1,0,551
652,15,0.874342,0,1,0,156
652,15,0.876646,1,1,0,554
652,15,0.878914,1,1,0,553
652,71,0.697674,1,3,0,340
652,71,0.702174,1,1,1,386
652,71,0.702008,1,1,1,388
652,71,0.701841,1,1,1,391
652,71,0.701675,1,1,0,390
652,71,0.706138,1,1,1,389
652,71,0.705971,1,1,0,387
652,71,0.710396,1,1,1,386
652,71,0.710228,1,1,0,388
652,71,0.714613,1,1,0,390
652,71,0.718956,1,1,1,388
652,71,0.718788,1,1,1,390
652,71,0.71862,1,1,1,387
652,71,0.718452,1,1,1,391
652,71,0.718285,1,1,1,389
652,71,0.718117,1,1,1,387
652,72,0.923077,1,1,1,391
652,72,0.922996,1,1,1,388
652,72,0.922915,1,1,0,386
652,72,0.924402,1,1,1,389
652,72,0.924322,1,1,1,390
652,73,0.759259,1,1,0,394
652,73,0.763133,1,1,1,398
652,73,0.762969,1,0,1,393
652,73,0.762804,1,1,1,395
652,73,0.762639,1,0,1,392
652,73,0.762474,1,1,0,399
652,73,0.766312,1,1,1,394
652,73,0.766147,1,0,1,392
652,74,0.952663,1,1,1,399
652,74,0.991464,1,1,1,395
652,74,0.998467,1,1,1,398
652,74,0.999725,1,0,1,393
652,17,0.806452,1,2,0,558
652,18,0.863415,1,1,0,838
652,18,0.86589,1,1,0,484
652,18,0.868328,1,1,0,509
652,18,0.870727,1,1,0,45
652,18,0.873089,1,5,0,456
652,18,0.875413,1,1,0,176
652,18,0.877701,1,1,0,810
652,18,0.879952,1,1,0,537
652,18,0.882166,1,1,0,462
652,18,0.884345,1,1,0,839
652,18,0.886489,1,1,0,455
652,19,0.361842,1,6,0,170
652,19,0.10612,1,0,0,751
656,1,0.829787,0,2,1,79
656,1,0.829487,0,4,1,852
656,1,0.829186,0,4,1,89
656,1,0.828884,0,6,1,68
656,1,0.828583,0,3,1,49
656,1,0.82828,0,3,1,448
656,2,0.72028,0,2,1,110
656,2,0.720056,0,2,1,101
656,2,0.719832,0,2,1,96
656,2,0.719608,0,2,1,121
656,2,0.719385,0,4,1,833
656,2,0.719161,0,3,1,498
656,2,0.718937,0,1,1,522
656,2,0.718713,0,6,0,540
656,2,0.72101,0,2,1,72
656,4,0.862069,0,2,1,557
656,5,0.810811,0,2,1,86
656,5,0.810617,0,2,1,130
656,5,0.810422,0,2,1,744
656,5,0.810228,0,3,0,823
656,6,0.697987,3,2,0,139
656,6,0.70039,3,2,0,528
656,50,0.659259,3,3,1,300
656,50,0.658959,3,2,1,339
656,50,0.658658,3,3,1,299
656,50,0.658357,3,3,1,326
656,50,0.658057,3,1,1,375
656,50,0.657756,3,3,0,299
656,50,0.659596,3,3,1,326
656,50,0.659295,3,3,1,299
656,53,0.901515,3,2,1,339
656,53,0.901392,3,1,1,375
656,53,0.901268,3,3,1,299
656,53,0.901144,3,3,1,326
656,53,0.90102,3,1,1,375
656,53,0.900897,3,3,1,299
656,54,0.898438,3,1,1,431
656,54,0.898278,3,3,0,430
656,54,0.898987,3,2,1,419
656,54,0.898829,3,2,1,434
656,54,0.89867,3,3,1,417
656,54,0.898511,3,2,1,428
656,54,0.898352,3,2,1,433
656,55,0.929134,3,1,1,432
656,55,0.929058,3,1,1,437
656,55,0.928983,3,1,1,306
656,55,0.928907,3,3,1,430
656,55,0.928832,3,1,1,305
656,55,0.928756,3,2,1,418
656,55,0.92868,3,1,1,438
656,55,0.928604,3,1,1,431
656,55,0.928528,3,1,1,307
656,55,0.928452,3,1,1,308
656,55,0.928376,3,2,1,433
656,55,0.9283,3,3,1,417
656,55,0.928224,3,3,1,429
656,56,0.795276,3,4,1,314
656,56,0.879444,3,1,0,319
656,56,0.117141,3,2,1,316
656,56,0.263448,3,1,1,313
656,56,0.436201,6,2,1,317
656,56,0.606743,6,2,1,318
656,56,0.747798,6,2,1,312
656,57,0.172414,6,5,0,330
656,57,0.136682,6,4,0,331
656,57,0.107586,6,5,0,330
656,57,0.084281,6,4,1,331
656,57,0.097599,6,5,1,330
656,57,0.112623,6,4,0,331
656,8,0.714286,6,3,0,564
656,9,0.787234,6,3,0,132
656,9,0.107617,6,2,1,817
656,9,0.275273,6,1,1,55
656,9,0.488445,6,2,1,112
656,9,0.69042,6,2,1,759
656,9,0.834955,6,1,1,444
656,9,0.918919,6,1,1,42
656,9,0.961905,6,3,1,774
656,10,0.87395,6,1,1,146
656,10,0.873761,6,3,1,162
656,10,0.873572,6,2,1,515
656,61,0.57971,6,4,1,327
656,61,0.579319,6,2,0,342
656,61,0.580956,6,3,1,341
656,61,0.580565,6,4,0,338
656,61,0.5822,6,3,1,337
656,61,0.581807,6,3,1,341
656,61,0.581415,6,3,1,337
656,61,0.581023,6,2,1,342
656,61,0.580631,6,4,1,338
656,63,0.780142,6,2,1,342
656,63,0.779872,6,3,1,341
656,63,0.779601,6,4,1,338
656,63,0.779331,6,3,1,337
656,63,0.77906,6,2,1,342
656,63,0.77879,6,3,1,341
656,63,0.778519,6,2,1,342
656,63,0.778248,6,3,1,337
656,63,0.777977,6,4,1,338
656,63,0.777705,6,3,1,337
656,63,0.777434,6,4,1,338
656,63,0.777162,6,3,1,337
656,63,0.77689,6,4,1,338
656,64,0.716312,6,2,1,351
656,64,0.716015,6,1,1,357
656,64,0.715719,6,3,1,343
656,64,0.715422,6,3,1,348
656,64,0.715125,6,2,1,352
656,64,0.714828,6,2,1,345
656,65,0.863309,6,1,1,358
656,65,0.863151,6,2,1,351
656,65,0.862993,6,2,1,352
656,66,0.372059,6,5,0,377
656,68,0.628866,6,3,1,378
656,70,0.211538,6,8,1,385
656,32,0.82069,6,2,1,793
656,32,0.820501,6,1,0,796
656,32,0.822147,6,1,1,797
656,32,0.82196,6,2,1,794
656,32,0.821772,6,2,1,792
656,32,0.821584,6,1,1,801
656,12,0.84058,6,2,1,555
656,13,0.840491,6,1,1,74
656,13,0.840315,6,2,1,548
656,13,0.840139,6,2,1,463
656,13,0.839964,6,1,1,485
656,13,0.839788,6,1,1,458
656,13,0.839612,6,1,1,165
656,13,0.839435,6,1,1,454
656,13,0.839259,6,7,0,550
656,13,0.840763,6,1,1,552
656,14,0.658228,6,3,1,149
656,14,0.658008,6,1,1,142
656,14,0.657787,6,1,1,457
656,14,0.657567,6,1,1,465
656,14,0.657347,6,2,1,491
656,15,0.872,6,1,1,551
656,15,0.87188,6,1,1,156
656,15,0.87176,6,1,1,553
656,15,0.87164,6,1,1,160
656,15,0.87152,6,1,1,494
656,71,0.697674,6,3,1,340
656,71,0.697508,6,1,1,386
656,71,0.697342,6,1,1,391
656,71,0.697176,6,1,1,388
656,71,0.69701,6,1,1,389
656,72,0.923077,6,1,1,391
656,72,0.922996,6,1,1,389
656,72,0.922915,6,1,1,386
656,72,0.922834,6,1,0,388
656,72,0.924322,6,1,1,390
656,72,0.924242,6,1,1,387
656,73,0.759259,6,0,1,393
656,73,0.759094,6,1,1,394
656,73,0.758929,6,1,1,398
656,73,0.758763,6,0,1,392
656,73,0.758598,6,1,1,395
656,74,0.952663,6,0,0,392
656,74,0.834619,6,1,1,399
656,74,0.969828,6,1,1,395
656,74,0.994569,6,0,1,393
656,74,0.999025,6,1,1,398
656,74,0.999825,6,1,1,394
656,75,0.97619,6,1,1,401
656,75,0.990345,6,0,1,405
656,75,0.996113,6,0,1,403
656,75,0.998439,6,0,1,402
656,76,0.944828,6,0,1,404
656,76,0.964613,6,1,1,401
656,76,0.977439,6,0,1,402
656,76,0.985671,6,0,1,400
656,17,0.806452,6,2,1,558
656,18,0.863415,6,1,1,838
656,18,0.863289,6,1,1,509
656,18,0.863164,6,1,1,484
656,18,0.863038,6,5,1,456
656,18,0.862912,6,1,1,810
656,18,0.862787,6,1,1,537
656,18,0.862661,6,1,1,176
656,18,0.862535,6,1,1,45
656,18,0.862409,6,1,1,839
656,18,0.862283,6,1,1,462
656,18,0.862157,6,1,1,455
656,19,0.361842,6,6,0,170
656,19,0.10612,6,0,1,751
656,79,0.257669,6,7,0,376
656,79,0.101781,6,5,1,377
656,88,0.496815,6,5,1,406
656,90,0.849057,6,1,1,408
656,90,0.848923,6,1,1,407
656,91,0.93125,6,1,1,408
656,91,0.931176,6,1,1,407
656,91,0.931103,6,1,1,408
656,91,0.931029,6,1,1,407
656,92,0.869281,6,1,1,410
656,92,0.869159,6,1,1,409
656,93,0.894737,6,1,1,410
656,93,0.894633,6,1,0,409
656,94,0.512987,6,2,1,412
660,80,0.928571,0,2,1,412
660,81,0.416667,0,1,1,414
660,81,0.49832,0,1,1,413
660,81,0.572178,0,1,1,414
660,81,0.637922,0,1,1,413
660,82,0.908451,0,1,1,414
660,82,0.908357,0,1,1,413
660,82,0.908264,0,1,1,414
660,83,0.446429,0,3,1,612
660,83,0.446277,0,2,1,598
660,83,0.446125,0,4,0,616
660,83,0.448326,0,3,1,618
660,83,0.448171,0,3,1,582
660,83,0.448017,0,3,1,622
660,83,0.447864,0,2,1,614
660,83,0.44771,0,2,1,592
660,84,0.786517,0,2,1,599
660,84,0.786311,0,3,1,617
660,84,0.786104,0,1,1,583
660,84,0.785898,0,1,1,613
660,84,0.785692,3,3,1,595
660,84,0.785485,3,2,1,634
660,85,0.609375,3,2,1,651
660,85,0.609171,3,3,1,663
660,85,0.608967,3,3,1,659
660,85,0.608763,3,1,1,655
660,85,0.608559,3,1,1,654
660,85,0.608356,3,3,1,657
660,85,0.608152,3,2,1,653
660,86,0.771429,3,2,1,664
660,20,0.878378,3,1,1,556
660,21,0.90604,3,1,1,182
660,21,0.905921,3,1,1,184
660,21,0.905802,3,1,1,825
660,21,0.905683,3,1,1,183
660,21,0.905564,3,2,1,179
660,22,0.916667,3,1,1,187
660,22,0.91658,3,1,1,185
660,22,0.916494,3,1,1,189
660,22,0.916407,3,1,1,188
660,23,0.95,7,1,1,178
660,23,0.959731,7,1,1,191
660,23,0.967602,7,2,0,474
660,108,0.274074,7,7,0,635
660,108,0.222459,7,3,1,647
660,108,0.250427,7,3,1,643
660,108,0.280555,7,2,1,645
660,108,0.312716,7,4,1,639
660,109,0.917293,7,1,1,644
660,109,0.9686,7,1,1,646
660,109,0.988452,7,1,1,650
660,110,0.170543,7,3,1,669
660,110,0.227386,7,3,1,665
660,110,0.296191,7,7,1,677
660,110,0.375524,7,4,0,683
660,110,0.003005,7,3,1,671
660,110,0.005273,7,5,1,679
660,110,0.00849,7,3,1,667
660,26,0.8,7,2,1,562
660,27,0.952381,7,1,1,863
660,27,0.952328,7,1,1,887
660,28,0.84375,7,2,1,883
660,29,0.94186,7,1,1,875
660,29,0.941797,7,1,1,893
660,29,0.941733,7,0,1,892
660,30,0.95,7,1,1,876
660,34,0.875,7,1,0,9
660,34,0.877294,7,5,1,0
660,34,0.877178,7,0,1,5
660,34,0.877061,7,1,1,475
660,34,0.876944,7,1,1,171
660,34,0.876828,7,3,1,476
660,34,0.876711,7,1,1,13
660,34,0.876594,7,2,1,12
660,34,0.876477,7,1,1,7
660,34,0.87636,7,0,1,11
660,34,0.876243,7,1,1,1
660,35,0.939759,7,1,1,19
660,35,0.939693,7,4,1,22
660,35,0.939628,7,1,1,30
660,35,0.939562,7,1,1,29
660,35,0.939496,7,0,1,34
660,36,0.96875,7,0,1,17
660,36,0.968714,7,2,1,560
660,36,0.968678,7,0,1,480
660,36,0.968642,7,0,1,477
660,36,0.968606,7,1,1,483
660,36,0.968569,7,1,1,478
660,36,0.968533,7,1,1,899
660,36,0.968497,7,1,1,897
660,36,0.968461,7,1,1,21
660,120,0.893939,7,1,1,1076
660,121,0.985294,7,0,1,1071
660,121,0.999999,7,0,1,1080
660,121,1.0,7,0,1,756
660,121,1.0,7,0,1,753
660,121,1.0,7,0,1,38
660,121,1.0,7,0,1,1078
660,121,1.0,7,0,1,36
660,121,1.0,7,0,1,754
660,121,1.0,7,0,1,1069
660,121,1.0,7,0,1,1068
660,121,1.0,7,0,1,1070
660,121,1.0,7,0,1,1081
660,121,1.0,7,0,1,755
660,37,0.770492,7,2,1,559
660,38,0.916667,7,1,1,888
660,38,0.907111,7,2,1,871
660,38,0.896583,7,2,1,880
660,38,0.885016,7,1,0,885
664,1,0.829787,0,2,1,79
664,1,0.829487,0,4,1,852
664,1,0.829186,0,4,1,87
664,1,0.828884,0,6,0,66
664,1,0.829763,0,4,1,52
664,1,0.829462,0,2,1,857
664,2,0.72028,0,3,1,108
664,2,0.720056,0,1,1,100
664,2,0.719832,0,2,1,97
664,2,0.719608,0,2,1,120
664,2,0.719385,0,4,0,830
664,4,0.862069,0,2,1,557
664,5,0.810811,0,1,1,83
664,5,0.810617,0,1,1,128
664,5,0.810422,0,2,1,733
664,5,0.810228,0,3,1,824
664,5,0.810033,0,2,1,744
664,6,0.697987,0,3,0,140
664,6,0.70039,0,2,0,527
664,7,0.917647,0,1,0,107
664,50,0.659259,3,3,1,300
664,50,0.658959,3,1,1,375
664,50,0.658658,3,3,0,299
664,50,0.660495,3,3,0,326
664,50,0.662326,3,3,1,299
664,50,0.662025,3,3,1,326
664,50,0.661724,3,2,0,339
664,50,0.663552,3,1,1,375
664,50,0.663251,3,2,0,339
664,50,0.665073,3,1,1,375
664,50,0.664772,3,3,1,299
664,53,0.901515,3,2,1,339
664,53,0.901392,3,1,1,375
664,53,0.901268,3,3,0,299
664,53,0.902252,3,3,1,326
664,53,0.902129,3,2,1,339
664,53,0.902007,3,3,1,299
664,53,0.901884,3,1,1,375
664,53,0.901761,3,3,1,326
664,53,0.901637,3,3,1,299
664,54,0.898438,3,1,1,431
664,54,0.898278,3,2,1,396
664,54,0.898119,3,2,0,433
664,54,0.898829,3,1,1,432
664,54,0.89867,3,3,1,429
664,54,0.898511,3,2,1,434
664,54,0.898352,3,3,1,417
664,55,0.929134,3,1,1,432
664,55,0.929058,3,1,1,307
664,55,0.928983,3,1,1,438
664,55,0.928907,3,3,1,429
664,55,0.928832,3,1,1,308
664,55,0.928756,3,2,1,396
664,55,0.92868,3,1,1,306
664,55,0.928604,3,1,1,305
664,55,0.928528,3,3,1,417
664,55,0.928452,3,2,1,433
664,55,0.928376,3,1,1,437
664,55,0.9283,3,2,1,428
664,55,0.928224,3,2,1,434
664,56,0.795276,3,2,1,312
664,56,0.879444,3,1,1,319
664,56,0.931509,3,4,1,314
664,56,0.961918,3,2,1,317
664,56,0.979087,3,2,1,318
664,56,0.988594,3,3,0,315
664,56,0.261437,3,1,1,313
664,56,0.434021,3,3,1,315
664,57,0.172414,3,5,0,330
664,57,0.136682,3,4,1,331
664,57,0.156349,3,5,1,330
664,57,0.178145,3,4,1,331
664,57,0.202143,3,5,1,330
664,8,0.714286,3,3,1,564
664,9,0.787234,3,2,1,135
664,9,0.892693,3,2,1,817
664,9,0.948887,3,1,1,55
664,9,0.976353,3,2,0,759
664,9,0.169701,3,1,0,115
664,9,0.101368,3,2,0,446
664,9,0.101203,3,3,0,773
664,9,0.101203,3,2,0,43
664,9,0.101203,3,3,0,767
664,61,0.57971,3,4,1,327
664,61,0.579319,3,3,0,341
664,61,0.580956,3,2,1,342
664,61,0.580565,3,4,1,338
664,61,0.580173,3,3,1,337
664,61,0.579781,3,3,1,341
664,61,0.57939,3,3,1,337
664,61,0.578999,3,2,1,342
664,61,0.578608,3,4,1,338
664,63,0.780142,3,3,1,341
664,63,0.779872,3,2,1,342
664,63,0.779601,3,3,1,337
664,63,0.779331,3,4,1,338
664,63,0.77906,3,3,1,341
664,63,0.77879,3,2,1,342
664,63,0.778519,3,3,1,341
664,63,0.778248,3,4,1,338
664,63,0.777977,3,3,1,337
664,63,0.777705,3,4,1,338
664,63,0.777434,3,2,1,342
664,63,0.777162,3,3,1,337
664,64,0.716312,3,2,1,351
664,64,0.716015,3,1,1,357
664,64,0.715719,3,4,1,344
664,64,0.715422,3,3,1,348
664,64,0.715125,3,2,1,352
664,64,0.714828,3,2,1,345
664,65,0.863309,3,1,1,357
664,65,0.863151,3,2,1,353
664,65,0.862993,3,2,1,351
664,66,0.372059,3,5,0,377
664,68,0.628866,3,3,0,378
664,70,0.211538,3,8,0,385
664,32,0.82069,3,2,0,793
664,32,0.822334,3,1,1,796
664,32,0.822147,3,2,0,794
664,32,0.823781,3,1,1,797
664,32,0.823594,3,2,1,792
664,32,0.823407,3,1,1,801
664,32,0.823221,3,3,0,790
664,32,0.824846,3,1,1,798
664,32,0.824661,3,2,1,791
664,32,0.824474,3,2,1,795
664,32,0.824288,3,1,1,799
664,12,0.84058,3,2,1,555
664,13,0.840491,3,1,1,74
664,13,0.840315,3,2,1,463
664,13,0.840139,3,2,1,548
664,13,0.839964,3,1,1,485
664,13,0.839788,3,1,1,552
664,13,0.839612,3,1,1,165
664,13,0.839435,3,1,1,458
664,13,0.839259,3,1,1,454
664,13,0.839083,3,7,0,550
664,14,0.658228,3,3,1,149
664,14,0.658008,3,1,1,457
664,14,0.657787,3,1,1,142
664,14,0.657567,6,1,1,465
664,14,0.657347,6,2,1,147
664,14,0.657127,6,1,1,468
